Rank,Countries,City,Year,Air_Pollution_Index,Air_Pollution_Level
5247,USA,La Crosse,2020,7.7,Good
5247,USA,La Crosse,2021,8,Good
5247,USA,La Crosse,2022,7.4,Good
5252,Canada,Lethbridge,2017,7.7,Good
5252,Canada,Lethbridge,2018,9.9,Good
5252,Canada,Lethbridge,2019,6.5,Good
5252,Canada,Lethbridge,2020,6.8,Good
5252,Canada,Lethbridge,2021,7.6,Good
5252,Canada,Lethbridge,2022,7.3,Good
5255,Canada,Guelph,2017,7.3,Good
5255,Canada,Guelph,2018,8.1,Good
5255,Canada,Guelph,2019,7.1,Good
5255,Canada,Guelph,2020,7.3,Good
5255,Canada,Guelph,2021,8,Good
5255,Canada,Guelph,2022,7.3,Good
5257,China,Xilin Gol,2017,15.1,Good
5257,China,Xilin Gol,2018,16.1,Good
5257,China,Xilin Gol,2019,10.1,Good
5257,China,Xilin Gol,2020,9.8,Good
5257,China,Xilin Gol,2021,11.1,Good
5257,China,Xilin Gol,2022,7.3,Good
5258,Germany,Andechs,2017,8.9,Good
5258,Germany,Andechs,2018,10.9,Good
5258,Germany,Andechs,2019,8,Good
5258,Germany,Andechs,2020,7.2,Good
5258,Germany,Andechs,2021,7.2,Good
5258,Germany,Andechs,2022,7.3,Good
5260,Japan,Goshogawara,2017,9.5,Good
5260,Japan,Goshogawara,2018,10.5,Good
5260,Japan,Goshogawara,2019,11.6,Good
5260,Japan,Goshogawara,2020,8,Good
5260,Japan,Goshogawara,2021,8,Good
5260,Japan,Goshogawara,2022,7.3,Good
5262,Japan,Sumoto,2017,9.3,Good
5262,Japan,Sumoto,2018,9.4,Good
5262,Japan,Sumoto,2019,8.7,Good
5262,Japan,Sumoto,2020,7.5,Good
5262,Japan,Sumoto,2021,6.8,Good
5262,Japan,Sumoto,2022,7.3,Good
5265,Japan,Komatsu,2017,10.2,Good
5265,Japan,Komatsu,2018,10.7,Good
5265,Japan,Komatsu,2019,10.6,Good
5265,Japan,Komatsu,2020,10.2,Good
5265,Japan,Komatsu,2021,7,Good
5265,Japan,Komatsu,2022,7.3,Good
5273,Norway,Hamar,2017,11.8,Good
5273,Norway,Hamar,2018,8.8,Good
5273,Norway,Hamar,2019,8.5,Good
5273,Norway,Hamar,2020,7,Good
5273,Norway,Hamar,2021,8,Good
5273,Norway,Hamar,2022,7.3,Good
5276,Taiwan,Yilan,2017,12.7,Good
5276,Taiwan,Yilan,2018,11.8,Good
5276,Taiwan,Yilan,2019,11,Good
5276,Taiwan,Yilan,2020,9.7,Good
5276,Taiwan,Yilan,2021,10,Good
5276,Taiwan,Yilan,2022,7.3,Good
5277,United Kingdom,Middlesbrough,2017,8,Good
5277,United Kingdom,Middlesbrough,2018,8.9,Good
5277,United Kingdom,Middlesbrough,2019,10.4,Good
5277,United Kingdom,Middlesbrough,2020,7.5,Good
5277,United Kingdom,Middlesbrough,2021,7.9,Good
5277,United Kingdom,Middlesbrough,2022,7.3,Good
5291,USA,Redwood City,2017,10,Good
5291,USA,Redwood City,2018,11.5,Good
5291,USA,Redwood City,2019,6.3,Good
5291,USA,Redwood City,2020,10,Good
5291,USA,Redwood City,2021,7.7,Good
5291,USA,Redwood City,2022,7.3,Good
5293,USA,Vacaville,2017,8.6,Good
5293,USA,Vacaville,2018,8.7,Good
5293,USA,Vacaville,2019,5.3,Good
5293,USA,Vacaville,2020,11.2,Good
5293,USA,Vacaville,2021,9.3,Good
5293,USA,Vacaville,2022,7.3,Good
5297,USA,Greenfield,2017,5.6,Good
5297,USA,Greenfield,2018,5.9,Good
5297,USA,Greenfield,2019,7,Good
5297,USA,Greenfield,2020,8.4,Good
5297,USA,Greenfield,2021,8.9,Good
5297,USA,Greenfield,2022,7.3,Good
5299,USA,Omaha,2017,9.6,Good
5299,USA,Omaha,2018,8.5,Good
5299,USA,Omaha,2019,9.1,Good
5299,USA,Omaha,2020,9.5,Good
5299,USA,Omaha,2021,11.3,Good
5299,USA,Omaha,2022,7.3,Good
5301,USA,Lawton,2017,7.1,Good
5301,USA,Lawton,2018,7.1,Good
5301,USA,Lawton,2019,8.6,Good
5301,USA,Lawton,2020,8.2,Good
5301,USA,Lawton,2021,8.7,Good
5301,USA,Lawton,2022,7.3,Good
5303,USA,Albany,2017,7.1,Good
5303,USA,Albany,2018,6.5,Good
5303,USA,Albany,2019,6,Good
5303,USA,Albany,2020,11.3,Good
5303,USA,Albany,2021,5.8,Good
5303,USA,Albany,2022,7.3,Good
5307,USA,Denton,2017,8.3,Good
5307,USA,Denton,2018,8.1,Good
5307,USA,Denton,2019,7.4,Good
5307,USA,Denton,2020,8.5,Good
5307,USA,Denton,2021,11.2,Good
5307,USA,Denton,2022,7.3,Good
5308,USA,Bellingham,2017,10.2,Good
5308,USA,Bellingham,2018,5.5,Good
5308,USA,Bellingham,2019,5.1,Good
5308,USA,Bellingham,2020,6,Good
5308,USA,Bellingham,2021,4.6,Good
5308,USA,Bellingham,2022,7.3,Good
5313,USA,Baraboo,2017,5.9,Good
5313,USA,Baraboo,2018,6.9,Good
5313,USA,Baraboo,2019,7.6,Good
5313,USA,Baraboo,2020,7.4,Good
5313,USA,Baraboo,2021,8.4,Good
5313,USA,Baraboo,2022,7.3,Good
5323,Japan,Odate,2017,9.2,Good
5323,Japan,Odate,2018,9.8,Good
5323,Japan,Odate,2019,9.7,Good
5323,Japan,Odate,2020,7.3,Good
5323,Japan,Odate,2021,7.4,Good
5323,Japan,Odate,2022,7.2,Good
5325,Japan,Obama,2017,11.7,Good
5325,Japan,Obama,2018,12.1,Good
5325,Japan,Obama,2019,11.4,Good
5325,Japan,Obama,2020,9.3,Good
5325,Japan,Obama,2021,7.1,Good
5325,Japan,Obama,2022,7.2,Good
5326,Japan,Tsuruga,2017,12.1,Good
5326,Japan,Tsuruga,2018,12.5,Good
5326,Japan,Tsuruga,2019,12.3,Good
5326,Japan,Tsuruga,2020,9.9,Good
5326,Japan,Tsuruga,2021,7.5,Good
5326,Japan,Tsuruga,2022,7.2,Good
5327,Japan,Suzu,2017,7.3,Good
5327,Japan,Suzu,2018,7.9,Good
5327,Japan,Suzu,2019,7.7,Good
5327,Japan,Suzu,2020,6.8,Good
5327,Japan,Suzu,2021,6.6,Good
5327,Japan,Suzu,2022,7.2,Good
5328,Japan,Uchinada,2017,7.7,Good
5328,Japan,Uchinada,2018,7.7,Good
5328,Japan,Uchinada,2019,8.1,Good
5328,Japan,Uchinada,2020,6.7,Good
5328,Japan,Uchinada,2021,7,Good
5328,Japan,Uchinada,2022,7.2,Good
5329,Japan,Nagano,2017,10.5,Good
5329,Japan,Nagano,2018,9,Good
5329,Japan,Nagano,2019,8.3,Good
5329,Japan,Nagano,2020,7.7,Good
5329,Japan,Nagano,2021,7.5,Good
5329,Japan,Nagano,2022,7.2,Good
5330,Japan,Suwa,2017,8.6,Good
5330,Japan,Suwa,2018,9.9,Good
5330,Japan,Suwa,2019,8.3,Good
5330,Japan,Suwa,2020,7.6,Good
5330,Japan,Suwa,2021,7.1,Good
5330,Japan,Suwa,2022,7.2,Good
5336,United Kingdom,Warrington,2017,9.7,Good
5336,United Kingdom,Warrington,2018,9,Good
5336,United Kingdom,Warrington,2019,11.4,Good
5336,United Kingdom,Warrington,2020,8.5,Good
5336,United Kingdom,Warrington,2021,8,Good
5336,United Kingdom,Warrington,2022,7.2,Good
5342,USA,Colusa,2017,8.8,Good
5342,USA,Colusa,2018,12.2,Good
5342,USA,Colusa,2019,7.4,Good
5342,USA,Colusa,2020,15.9,Good
5342,USA,Colusa,2021,12.9,Good
5342,USA,Colusa,2022,7.2,Good
5347,USA,Livermore,2017,8.9,Good
5347,USA,Livermore,2018,11.4,Good
5347,USA,Livermore,2019,6.7,Good
5347,USA,Livermore,2020,11.5,Good
5347,USA,Livermore,2021,8.2,Good
5347,USA,Livermore,2022,7.2,Good
5352,USA,Tranquillity,2017,9.1,Good
5352,USA,Tranquillity,2018,11.3,Good
5352,USA,Tranquillity,2019,6.5,Good
5352,USA,Tranquillity,2020,12.9,Good
5352,USA,Tranquillity,2021,9.8,Good
5352,USA,Tranquillity,2022,7.2,Good
5356,USA,Stanton,2017,7.2,Good
5356,USA,Stanton,2018,7.6,Good
5356,USA,Stanton,2019,7,Good
5356,USA,Stanton,2020,6.8,Good
5356,USA,Stanton,2021,8.9,Good
5356,USA,Stanton,2022,7.2,Good
5357,USA,Brownell,2017,4.8,Good
5357,USA,Brownell,2018,5.6,Good
5357,USA,Brownell,2019,6,Good
5357,USA,Brownell,2020,6,Good
5357,USA,Brownell,2021,8,Good
5357,USA,Brownell,2022,7.2,Good
5366,USA,Flemington,2017,8.2,Good
5366,USA,Flemington,2018,8.1,Good
5366,USA,Flemington,2019,8.1,Good
5366,USA,Flemington,2020,7.7,Good
5366,USA,Flemington,2021,8,Good
5366,USA,Flemington,2022,7.2,Good
5370,USA,Asheville,2017,7.5,Good
5370,USA,Asheville,2018,6.7,Good
5370,USA,Asheville,2019,10.2,Good
5370,USA,Asheville,2020,8.2,Good
5370,USA,Asheville,2021,9.6,Good
5370,USA,Asheville,2022,7.2,Good
5376,USA,Farrell,2017,11.9,Good
5376,USA,Farrell,2018,8.3,Good
5376,USA,Farrell,2019,8,Good
5376,USA,Farrell,2020,7.4,Good
5376,USA,Farrell,2021,7.9,Good
5376,USA,Farrell,2022,7.2,Good
5377,USA,Providence,2017,7.3,Good
5377,USA,Providence,2018,7.9,Good
5377,USA,Providence,2019,8,Good
5377,USA,Providence,2020,7.7,Good
5377,USA,Providence,2021,8.6,Good
5377,USA,Providence,2022,7.2,Good
5381,USA,Rutland,2017,7.1,Good
5381,USA,Rutland,2018,7.6,Good
5381,USA,Rutland,2019,7.6,Good
5381,USA,Rutland,2020,7.6,Good
5381,USA,Rutland,2021,7.9,Good
5381,USA,Rutland,2022,7.2,Good
5382,USA,Port Angeles,2017,13.6,Good
5382,USA,Port Angeles,2018,10,Good
5382,USA,Port Angeles,2019,8.1,Good
5382,USA,Port Angeles,2020,10.4,Good
5382,USA,Port Angeles,2021,7.7,Good
5382,USA,Port Angeles,2022,7.2,Good
5384,USA,Eau Claire,2017,7,Good
5384,USA,Eau Claire,2018,7.8,Good
5384,USA,Eau Claire,2019,8.1,Good
5384,USA,Eau Claire,2020,7.7,Good
5384,USA,Eau Claire,2021,8.9,Good
5384,USA,Eau Claire,2022,7.2,Good
5390,Canada,Abbotsford,2017,6.1,Good
5390,Canada,Abbotsford,2018,7.2,Good
5390,Canada,Abbotsford,2019,7.5,Good
5390,Canada,Abbotsford,2020,7.8,Good
5390,Canada,Abbotsford,2021,6.6,Good
5390,Canada,Abbotsford,2022,7.1,Good
5394,Canada,Sainte-Anne-de-Bellevue,2017,6.3,Good
5394,Canada,Sainte-Anne-de-Bellevue,2018,6.3,Good
5394,Canada,Sainte-Anne-de-Bellevue,2019,8.2,Good
5394,Canada,Sainte-Anne-de-Bellevue,2020,8.5,Good
5394,Canada,Sainte-Anne-de-Bellevue,2021,9.2,Good
5394,Canada,Sainte-Anne-de-Bellevue,2022,7.1,Good
5395,China,Lasa,2017,16.9,Good
5395,China,Lasa,2018,14.6,Good
5395,China,Lasa,2019,10.5,Good
5395,China,Lasa,2020,10.6,Good
5395,China,Lasa,2021,9,Good
5395,China,Lasa,2022,7.1,Good
5397,Germany,Luder,2017,8.7,Good
5397,Germany,Luder,2018,10.1,Good
5397,Germany,Luder,2019,8.3,Good
5397,Germany,Luder,2020,7.3,Good
5397,Germany,Luder,2021,7.7,Good
5397,Germany,Luder,2022,7.1,Good
5398,Ireland,Dublin,2017,8,Good
5398,Ireland,Dublin,2018,9.5,Good
5398,Ireland,Dublin,2019,10.6,Good
5398,Ireland,Dublin,2020,8.6,Good
5398,Ireland,Dublin,2021,7.8,Good
5398,Ireland,Dublin,2022,7.1,Good
5402,Japan,Togane,2017,9.1,Good
5402,Japan,Togane,2018,9.2,Good
5402,Japan,Togane,2019,9.2,Good
5402,Japan,Togane,2020,7.7,Good
5402,Japan,Togane,2021,7.2,Good
5402,Japan,Togane,2022,7.1,Good
5403,Japan,Ichinoseki,2017,9.6,Good
5403,Japan,Ichinoseki,2018,9,Good
5403,Japan,Ichinoseki,2019,8.7,Good
5403,Japan,Ichinoseki,2020,7.1,Good
5403,Japan,Ichinoseki,2021,7.7,Good
5403,Japan,Ichinoseki,2022,7.1,Good
5406,Japan,Murayama,2017,8.1,Good
5406,Japan,Murayama,2018,8.6,Good
5406,Japan,Murayama,2019,8.3,Good
5406,Japan,Murayama,2020,8.3,Good
5406,Japan,Murayama,2021,8.2,Good
5406,Japan,Murayama,2022,7.1,Good
5409,Spain,Salinas,2017,8.6,Good
5409,Spain,Salinas,2018,7.9,Good
5409,Spain,Salinas,2019,7.5,Good
5409,Spain,Salinas,2020,7.5,Good
5409,Spain,Salinas,2021,8.4,Good
5409,Spain,Salinas,2022,7.1,Good
5421,USA,Felton,2017,7.7,Good
5421,USA,Felton,2018,7.7,Good
5421,USA,Felton,2019,5.9,Good
5421,USA,Felton,2020,11.3,Good
5421,USA,Felton,2021,8.7,Good
5421,USA,Felton,2022,7.1,Good
5426,USA,Nipomo,2017,9.7,Good
5426,USA,Nipomo,2018,8.4,Good
5426,USA,Nipomo,2019,6.2,Good
5426,USA,Nipomo,2020,9.1,Good
5426,USA,Nipomo,2021,7.4,Good
5426,USA,Nipomo,2022,7.1,Good
5433,USA,Thousand Oaks,2017,9.2,Good
5433,USA,Thousand Oaks,2018,9.4,Good
5433,USA,Thousand Oaks,2019,8.2,Good
5433,USA,Thousand Oaks,2020,10,Good
5433,USA,Thousand Oaks,2021,9.4,Good
5433,USA,Thousand Oaks,2022,7.1,Good
5434,USA,Winter Park,2017,8.9,Good
5434,USA,Winter Park,2018,7.5,Good
5434,USA,Winter Park,2019,7.2,Good
5434,USA,Winter Park,2020,6.9,Good
5434,USA,Winter Park,2021,7.4,Good
5434,USA,Winter Park,2022,7.1,Good
5436,USA,Madisonville,2017,7,Good
5436,USA,Madisonville,2018,6.9,Good
5436,USA,Madisonville,2019,7.3,Good
5436,USA,Madisonville,2020,6.8,Good
5436,USA,Madisonville,2021,6.7,Good
5436,USA,Madisonville,2022,7.1,Good
5444,USA,Albany,2017,7.2,Good
5444,USA,Albany,2018,8.1,Good
5444,USA,Albany,2019,8,Good
5444,USA,Albany,2020,8.7,Good
5444,USA,Albany,2021,9,Good
5444,USA,Albany,2022,7.1,Good
5447,USA,Morrisville,2017,8.9,Good
5447,USA,Morrisville,2018,8.1,Good
5447,USA,Morrisville,2019,11.9,Good
5447,USA,Morrisville,2020,9.2,Good
5447,USA,Morrisville,2021,8.2,Good
5447,USA,Morrisville,2022,7.1,Good
5451,USA,Erie,2017,8.1,Good
5451,USA,Erie,2018,8.9,Good
5451,USA,Erie,2019,7.5,Good
5451,USA,Erie,2020,7.1,Good
5451,USA,Erie,2021,9.5,Good
5451,USA,Erie,2022,7.1,Good
5452,USA,Awendaw,2017,7.9,Good
5452,USA,Awendaw,2018,6.1,Good
5452,USA,Awendaw,2019,6.4,Good
5452,USA,Awendaw,2020,6.2,Good
5452,USA,Awendaw,2021,6.4,Good
5452,USA,Awendaw,2022,7.1,Good
5458,USA,Burlington,2017,5.3,Good
5458,USA,Burlington,2018,6.6,Good
5458,USA,Burlington,2019,6.7,Good
5458,USA,Burlington,2020,6.8,Good
5458,USA,Burlington,2021,7.2,Good
5458,USA,Burlington,2022,7.1,Good
5461,Canada,Peterborough,2017,6,Good
5461,Canada,Peterborough,2018,6.4,Good
5461,Canada,Peterborough,2019,6.1,Good
5461,Canada,Peterborough,2020,6.3,Good
5461,Canada,Peterborough,2021,7.7,Good
5461,Canada,Peterborough,2022,7,Good
5462,Canada,Sault Ste. Marie,2017,5.1,Good
5462,Canada,Sault Ste. Marie,2018,5.6,Good
5462,Canada,Sault Ste. Marie,2019,4.8,Good
5462,Canada,Sault Ste. Marie,2020,4.6,Good
5462,Canada,Sault Ste. Marie,2021,9.3,Good
5462,Canada,Sault Ste. Marie,2022,7,Good
5464,France,Paray le Fresil,2017,7.7,Good
5464,France,Paray le Fresil,2018,7.4,Good
5464,France,Paray le Fresil,2019,6.8,Good
5464,France,Paray le Fresil,2020,6.4,Good
5464,France,Paray le Fresil,2021,6.9,Good
5464,France,Paray le Fresil,2022,7,Good
5470,Italy,Torino,2017,12.9,Good
5470,Italy,Torino,2018,12.1,Good
5470,Italy,Torino,2019,8.5,Good
5470,Italy,Torino,2020,7.1,Good
5470,Italy,Torino,2021,7.2,Good
5470,Italy,Torino,2022,7,Good
5472,Japan,Asahikawa,2017,10.2,Good
5472,Japan,Asahikawa,2018,9.2,Good
5472,Japan,Asahikawa,2019,9,Good
5472,Japan,Asahikawa,2020,7.6,Good
5472,Japan,Asahikawa,2021,7.2,Good
5472,Japan,Asahikawa,2022,7,Good
5473,Japan,Otaru,2017,8.3,Good
5473,Japan,Otaru,2018,8.7,Good
5473,Japan,Otaru,2019,9.2,Good
5473,Japan,Otaru,2020,5.9,Good
5473,Japan,Otaru,2021,6.6,Good
5473,Japan,Otaru,2022,7,Good
5474,Japan,Rishiri,2017,7.8,Good
5474,Japan,Rishiri,2018,10.3,Good
5474,Japan,Rishiri,2019,8.7,Good
5474,Japan,Rishiri,2020,7,Good
5474,Japan,Rishiri,2021,5.9,Good
5474,Japan,Rishiri,2022,7,Good
5475,Japan,Kamaishi,2017,10.8,Good
5475,Japan,Kamaishi,2018,8.9,Good
5475,Japan,Kamaishi,2019,8.4,Good
5475,Japan,Kamaishi,2020,7.1,Good
5475,Japan,Kamaishi,2021,6.9,Good
5475,Japan,Kamaishi,2022,7,Good
5476,Japan,Minamiashigara,2017,7.1,Good
5476,Japan,Minamiashigara,2018,8,Good
5476,Japan,Minamiashigara,2019,7.5,Good
5476,Japan,Minamiashigara,2020,6.2,Good
5476,Japan,Minamiashigara,2021,7,Good
5476,Japan,Minamiashigara,2022,7,Good
5479,Japan,Saku,2017,9.9,Good
5479,Japan,Saku,2018,10.9,Good
5479,Japan,Saku,2019,9.3,Good
5479,Japan,Saku,2020,7.5,Good
5479,Japan,Saku,2021,6.6,Good
5479,Japan,Saku,2022,7,Good
5480,Japan,Niigata,2017,8.5,Good
5480,Japan,Niigata,2018,9.1,Good
5480,Japan,Niigata,2019,8.6,Good
5480,Japan,Niigata,2020,7.1,Good
5480,Japan,Niigata,2021,6.9,Good
5480,Japan,Niigata,2022,7,Good
5484,Norway,Elverum,2017,6.7,Good
5484,Norway,Elverum,2018,7.6,Good
5484,Norway,Elverum,2019,7.4,Good
5484,Norway,Elverum,2020,6.2,Good
5484,Norway,Elverum,2021,6.5,Good
5484,Norway,Elverum,2022,7,Good
5498,USA,Santa Cruz,2017,7.5,Good
5498,USA,Santa Cruz,2018,8.5,Good
5498,USA,Santa Cruz,2019,6.5,Good
5498,USA,Santa Cruz,2020,10.1,Good
5498,USA,Santa Cruz,2021,7.2,Good
5498,USA,Santa Cruz,2022,7,Good
5503,USA,McDonough,2017,8.4,Good
5503,USA,McDonough,2018,7.2,Good
5503,USA,McDonough,2019,8.1,Good
5503,USA,McDonough,2020,7,Good
5503,USA,McDonough,2021,7.7,Good
5503,USA,McDonough,2022,7,Good
5505,USA,Cambridge,2017,8.4,Good
5505,USA,Cambridge,2018,6.2,Good
5505,USA,Cambridge,2019,6.1,Good
5505,USA,Cambridge,2020,4.7,Good
5505,USA,Cambridge,2021,6.4,Good
5505,USA,Cambridge,2022,7,Good
5508,USA,Boston,2017,8.4,Good
5508,USA,Boston,2018,10.1,Good
5508,USA,Boston,2019,7.5,Good
5508,USA,Boston,2020,7.2,Good
5508,USA,Boston,2021,8,Good
5508,USA,Boston,2022,7,Good
5512,USA,Reno,2017,8.1,Good
5512,USA,Reno,2018,8.4,Good
5512,USA,Reno,2019,4.2,Good
5512,USA,Reno,2020,9.6,Good
5512,USA,Reno,2021,14.5,Good
5512,USA,Reno,2022,7,Good
5519,USA,Harriman,2017,8,Good
5519,USA,Harriman,2018,7.1,Good
5519,USA,Harriman,2019,7.5,Good
5519,USA,Harriman,2020,6.9,Good
5519,USA,Harriman,2021,7.7,Good
5519,USA,Harriman,2022,7,Good
5520,USA,Maryville,2017,8.3,Good
5520,USA,Maryville,2018,7.5,Good
5520,USA,Maryville,2019,7.3,Good
5520,USA,Maryville,2020,6.6,Good
5520,USA,Maryville,2021,7.8,Good
5520,USA,Maryville,2022,7,Good
5528,USA,Mount Vernon,2017,4.4,Good
5528,USA,Mount Vernon,2018,3.8,Good
5528,USA,Mount Vernon,2019,4.1,Good
5528,USA,Mount Vernon,2020,7,Good
5528,USA,Mount Vernon,2021,5.1,Good
5528,USA,Mount Vernon,2022,7,Good
5530,Australia,Albury,2017,7.3,Good
5530,Australia,Albury,2018,7.3,Good
5530,Australia,Albury,2019,11,Good
5530,Australia,Albury,2020,17.3,Good
5530,Australia,Albury,2021,11.3,Good
5530,Australia,Albury,2022,6.9,Good
5531,Australia,Geeveston,2017,8.3,Good
5531,Australia,Geeveston,2018,7.9,Good
5531,Australia,Geeveston,2019,11.8,Good
5531,Australia,Geeveston,2020,7.7,Good
5531,Australia,Geeveston,2021,6.4,Good
5531,Australia,Geeveston,2022,6.9,Good
5533,Canada,Barrie,2017,7.4,Good
5533,Canada,Barrie,2018,7.9,Good
5533,Canada,Barrie,2019,7.5,Good
5533,Canada,Barrie,2020,7.3,Good
5533,Canada,Barrie,2021,7.2,Good
5533,Canada,Barrie,2022,6.9,Good
5540,Japan,Tateyama,2017,10.1,Good
5540,Japan,Tateyama,2018,11.1,Good
5540,Japan,Tateyama,2019,9.9,Good
5540,Japan,Tateyama,2020,8.7,Good
5540,Japan,Tateyama,2021,7,Good
5540,Japan,Tateyama,2022,6.9,Good
5542,Japan,Hakui,2017,8.8,Good
5542,Japan,Hakui,2018,9,Good
5542,Japan,Hakui,2019,9,Good
5542,Japan,Hakui,2020,8.3,Good
5542,Japan,Hakui,2021,7.9,Good
5542,Japan,Hakui,2022,6.9,Good
5543,Japan,Kanazawa,2017,8.5,Good
5543,Japan,Kanazawa,2018,8.4,Good
5543,Japan,Kanazawa,2019,8.3,Good
5543,Japan,Kanazawa,2020,7.3,Good
5543,Japan,Kanazawa,2021,7.5,Good
5543,Japan,Kanazawa,2022,6.9,Good
5544,Japan,Toba,2017,10.7,Good
5544,Japan,Toba,2018,9,Good
5544,Japan,Toba,2019,8.6,Good
5544,Japan,Toba,2020,6.9,Good
5544,Japan,Toba,2021,6.7,Good
5544,Japan,Toba,2022,6.9,Good
5550,Norway,Oslo,2017,7.4,Good
5550,Norway,Oslo,2018,8.2,Good
5550,Norway,Oslo,2019,7.5,Good
5550,Norway,Oslo,2020,6.4,Good
5550,Norway,Oslo,2021,7.5,Good
5550,Norway,Oslo,2022,6.9,Good
5551,Norway,Stavanger,2017,6.8,Good
5551,Norway,Stavanger,2018,8,Good
5551,Norway,Stavanger,2019,7.8,Good
5551,Norway,Stavanger,2020,6.4,Good
5551,Norway,Stavanger,2021,8.7,Good
5551,Norway,Stavanger,2022,6.9,Good
5552,Portugal,Almada,2017,14.8,Good
5552,Portugal,Almada,2018,13.5,Good
5552,Portugal,Almada,2019,9.6,Good
5552,Portugal,Almada,2020,9,Good
5552,Portugal,Almada,2021,8.1,Good
5552,Portugal,Almada,2022,6.9,Good
5554,United Kingdom,Gateshead,2017,7.6,Good
5554,United Kingdom,Gateshead,2018,7.3,Good
5554,United Kingdom,Gateshead,2019,7.1,Good
5554,United Kingdom,Gateshead,2020,6.6,Good
5554,United Kingdom,Gateshead,2021,6.4,Good
5554,United Kingdom,Gateshead,2022,6.9,Good
5561,USA,Atascadero,2017,6.4,Good
5561,USA,Atascadero,2018,7.2,Good
5561,USA,Atascadero,2019,5.4,Good
5561,USA,Atascadero,2020,11.2,Good
5561,USA,Atascadero,2021,7.3,Good
5561,USA,Atascadero,2022,6.9,Good
5563,USA,Gilroy,2017,7,Good
5563,USA,Gilroy,2018,8.6,Good
5563,USA,Gilroy,2019,6.3,Good
5563,USA,Gilroy,2020,10.6,Good
5563,USA,Gilroy,2021,7.4,Good
5563,USA,Gilroy,2022,6.9,Good
5567,USA,Willits,2017,9.1,Good
5567,USA,Willits,2018,10,Good
5567,USA,Willits,2019,7.4,Good
5567,USA,Willits,2020,15.9,Good
5567,USA,Willits,2021,10.8,Good
5567,USA,Willits,2022,6.9,Good
5568,USA,Seaford,2017,7.5,Good
5568,USA,Seaford,2018,7.5,Good
5568,USA,Seaford,2019,8.1,Good
5568,USA,Seaford,2020,7.2,Good
5568,USA,Seaford,2021,8.4,Good
5568,USA,Seaford,2022,6.9,Good
5572,USA,Pikeville,2017,9.1,Good
5572,USA,Pikeville,2018,7.3,Good
5572,USA,Pikeville,2019,7,Good
5572,USA,Pikeville,2020,6.6,Good
5572,USA,Pikeville,2021,7.7,Good
5572,USA,Pikeville,2022,6.9,Good
5573,USA,Bar Harbor,2017,4.4,Good
5573,USA,Bar Harbor,2018,4.1,Good
5573,USA,Bar Harbor,2019,4.1,Good
5573,USA,Bar Harbor,2020,3.2,Good
5573,USA,Bar Harbor,2021,6.9,Good
5573,USA,Bar Harbor,2022,6.9,Good
5574,USA,Elkton,2017,8.2,Good
5574,USA,Elkton,2018,8.4,Good
5574,USA,Elkton,2019,6.6,Good
5574,USA,Elkton,2020,5.8,Good
5574,USA,Elkton,2021,8.1,Good
5574,USA,Elkton,2022,6.9,Good
5579,USA,Blaine,2017,8,Good
5579,USA,Blaine,2018,8.3,Good
5579,USA,Blaine,2019,8.8,Good
5579,USA,Blaine,2020,8.1,Good
5579,USA,Blaine,2021,9.5,Good
5579,USA,Blaine,2022,6.9,Good
5580,USA,Jean,2017,5.1,Good
5580,USA,Jean,2018,4.3,Good
5580,USA,Jean,2019,4.1,Good
5580,USA,Jean,2020,5.4,Good
5580,USA,Jean,2021,5,Good
5580,USA,Jean,2022,6.9,Good
5584,USA,Tonawanda,2017,7.4,Good
5584,USA,Tonawanda,2018,7.4,Good
5584,USA,Tonawanda,2019,6.9,Good
5584,USA,Tonawanda,2020,6.4,Good
5584,USA,Tonawanda,2021,7.4,Good
5584,USA,Tonawanda,2022,6.9,Good
5588,USA,Baker City,2017,8.9,Good
5588,USA,Baker City,2018,8.3,Good
5588,USA,Baker City,2019,6.5,Good
5588,USA,Baker City,2020,7.7,Good
5588,USA,Baker City,2021,6.9,Good
5588,USA,Baker City,2022,6.9,Good
5591,USA,Prineville,2017,11.5,Good
5591,USA,Prineville,2018,9.7,Good
5591,USA,Prineville,2019,7.6,Good
5591,USA,Prineville,2020,11.2,Good
5591,USA,Prineville,2021,10.1,Good
5591,USA,Prineville,2022,6.9,Good
5603,Canada,Kingston,2017,5.6,Good
5603,Canada,Kingston,2018,5.7,Good
5603,Canada,Kingston,2019,5.8,Good
5603,Canada,Kingston,2020,5.9,Good
5603,Canada,Kingston,2021,7.8,Good
5603,Canada,Kingston,2022,6.8,Good
5604,Canada,Oakville,2017,7.3,Good
5604,Canada,Oakville,2018,7.5,Good
5604,Canada,Oakville,2019,6.9,Good
5604,Canada,Oakville,2020,6.3,Good
5604,Canada,Oakville,2021,7.2,Good
5604,Canada,Oakville,2022,6.8,Good
5605,Canada,Ottawa,2017,6,Good
5605,Canada,Ottawa,2018,6,Good
5605,Canada,Ottawa,2019,7.3,Good
5605,Canada,Ottawa,2020,7.3,Good
5605,Canada,Ottawa,2021,8.2,Good
5605,Canada,Ottawa,2022,6.8,Good
5608,Chile,Calama,2017,9.8,Good
5608,Chile,Calama,2018,13.9,Good
5608,Chile,Calama,2019,6.4,Good
5608,Chile,Calama,2020,6.6,Good
5608,Chile,Calama,2021,6.5,Good
5608,Chile,Calama,2022,6.8,Good
5612,Japan,Ono,2017,11.6,Good
