Rank,Countries,City,Year,Air_Pollution_Index,Air_Pollution_Level
2104,USA,Shreveport,2021,12.3,Good
2104,USA,Shreveport,2022,12.5,Good
2105,USA,Carlisle,2017,9.5,Good
2105,USA,Carlisle,2018,9.5,Good
2105,USA,Carlisle,2019,11.1,Good
2105,USA,Carlisle,2020,10,Good
2105,USA,Carlisle,2021,13.5,Good
2105,USA,Carlisle,2022,12.5,Good
2109,France,Bethune,2017,13.4,Good
2109,France,Bethune,2018,13.9,Good
2109,France,Bethune,2019,11.4,Good
2109,France,Bethune,2020,10.3,Good
